category,month,year,clicks
USB sticks,7,2021,66293
USB sticks,1,2021,96300
USB sticks,4,2021,65056
USB sticks,11,2021,88681
USB sticks,10,2021,73130
USB sticks,5,2021,66738
USB sticks,9,2021,71547
USB sticks,6,2021,52446
USB sticks,3,2021,83438
USB sticks,12,2021,84664
USB sticks,8,2021,70205
USB sticks,2,2021,67534
