category,month,year,clicks
high chairs,1,2021,101496
high chairs,5,2021,70221
high chairs,6,2021,58434
high chairs,10,2021,80805
high chairs,7,2021,74902
high chairs,9,2021,77926
high chairs,8,2021,74922
high chairs,4,2021,70300
high chairs,3,2021,92571
high chairs,2,2021,76514
high chairs,12,2021,97486
high chairs,11,2021,122152
