category,month,year,clicks
bike locks,3,2021,85626
bike locks,9,2021,75768
bike locks,5,2021,111502
bike locks,8,2021,92676
bike locks,12,2021,52324
bike locks,7,2021,90652
bike locks,1,2021,41649
bike locks,10,2021,53327
bike locks,4,2021,116426
bike locks,11,2021,48196
bike locks,6,2021,87926
bike locks,2,2021,51682
