category,month,year,clicks
toy vehicles,6,2021,25911
toy vehicles,11,2021,186708
toy vehicles,2,2021,34903
toy vehicles,3,2021,45310
toy vehicles,10,2021,70216
toy vehicles,8,2021,42730
toy vehicles,5,2021,35524
toy vehicles,7,2021,37425
toy vehicles,12,2021,200438
toy vehicles,4,2021,42660
toy vehicles,9,2021,46066
toy vehicles,1,2021,55645
