category,month,year,clicks
multifunction tools,11,2021,87394
multifunction tools,7,2021,57513
multifunction tools,1,2021,62951
multifunction tools,6,2021,47888
multifunction tools,5,2021,63761
multifunction tools,9,2021,53831
multifunction tools,8,2021,52206
multifunction tools,10,2021,64306
multifunction tools,4,2021,60508
multifunction tools,3,2021,67684
multifunction tools,2,2021,51520
multifunction tools,12,2021,78096
