category,month,year,clicks
sanitary installation,1,2021,67163
sanitary installation,8,2021,54160
sanitary installation,4,2021,52520
sanitary installation,6,2021,42632
sanitary installation,2,2021,58005
sanitary installation,9,2021,57662
sanitary installation,5,2021,53929
sanitary installation,3,2021,63477
sanitary installation,11,2021,45354
sanitary installation,12,2021,54448
sanitary installation,10,2021,53690
sanitary installation,7,2021,54025
