category,month,year,clicks
purses,6,2021,39488
purses,10,2021,47802
purses,4,2021,42511
purses,12,2021,108291
purses,9,2021,47538
purses,7,2021,53266
purses,5,2021,51575
purses,8,2021,56219
purses,1,2021,61269
purses,2,2021,44246
purses,3,2021,47944
purses,11,2021,75175
