category,month,year,clicks
bike trailer,7,2021,117436
bike trailer,9,2021,72078
bike trailer,1,2021,47375
bike trailer,4,2021,128454
bike trailer,2,2021,76077
bike trailer,11,2021,58356
bike trailer,10,2021,59030
bike trailer,5,2021,109797
bike trailer,6,2021,100655
bike trailer,3,2021,116357
bike trailer,12,2021,46923
bike trailer,8,2021,100881
