category,month,year,clicks
Nursing Gift Sets,5,2021,44883.0
Nursing Gift Sets,7,2021,39030.0
Nursing Gift Sets,11,2021,96978.0
Nursing Gift Sets,3,2021,41745.0
Nursing Gift Sets,6,2021,35076.0
Nursing Gift Sets,4,2021,40503.0
Nursing Gift Sets,1,2021,48007.0
Nursing Gift Sets,9,2021,33734.0
Nursing Gift Sets,12,2021,125065.0
Nursing Gift Sets,2,2021,
Nursing Gift Sets,10,2021,47740.0
Nursing Gift Sets,8,2021,33960.0
