category,month,year,clicks
kitchen faucets,6,2021,51344
kitchen faucets,7,2021,61417
kitchen faucets,5,2021,68648
kitchen faucets,1,2021,100429
kitchen faucets,8,2021,61568
kitchen faucets,4,2021,65999
kitchen faucets,3,2021,82898
kitchen faucets,2,2021,79471
kitchen faucets,12,2021,67520
kitchen faucets,9,2021,69090
kitchen faucets,11,2021,79053
kitchen faucets,10,2021,75374
