category,month,year,clicks
Drills & Bits,6,2021,55287
Drills & Bits,10,2021,87129
Drills & Bits,3,2021,74374
Drills & Bits,5,2021,67636
Drills & Bits,4,2021,66472
Drills & Bits,8,2021,59569
Drills & Bits,1,2021,65607
Drills & Bits,7,2021,69637
Drills & Bits,12,2021,80431
Drills & Bits,2,2021,52772
Drills & Bits,9,2021,57537
Drills & Bits,11,2021,79989
