category,month,year,clicks
car batteries,4,2021,76145
car batteries,1,2021,140230
car batteries,5,2021,69194
car batteries,8,2021,73638
car batteries,10,2021,98352
car batteries,6,2021,58085
car batteries,3,2021,78231
car batteries,2,2021,81309
car batteries,12,2021,100077
car batteries,11,2021,119615
car batteries,9,2021,81177
car batteries,7,2021,65247
