category,month,year,clicks
hair styler,8,2021,54490
hair styler,1,2021,61964
hair styler,5,2021,45131
hair styler,6,2021,41096
hair styler,11,2021,151486
hair styler,7,2021,42843
hair styler,9,2021,56295
hair styler,4,2021,43629
hair styler,3,2021,48174
hair styler,10,2021,57165
hair styler,12,2021,152453
hair styler,2,2021,46090
