category,month,year,clicks
PC Games,11,2021,92317
PC Games,5,2021,79522
PC Games,4,2021,100989
PC Games,10,2021,75968
PC Games,1,2021,88258
PC Games,2,2021,69668
PC Games,12,2021,99171
PC Games,8,2021,68426
PC Games,9,2021,68629
PC Games,6,2021,55439
PC Games,7,2021,57136
PC Games,3,2021,77273
