category,month,year,clicks
shopping bags,5,2021,58713
shopping bags,11,2021,88343
shopping bags,1,2021,60902
shopping bags,12,2021,165242
shopping bags,2,2021,50241
shopping bags,8,2021,64220
shopping bags,9,2021,57661
shopping bags,4,2021,55236
shopping bags,6,2021,57379
shopping bags,7,2021,65559
shopping bags,3,2021,60420
shopping bags,10,2021,57971
