category,month,year,clicks
trekking sandals,4,2021,54527
trekking sandals,9,2021,45447
trekking sandals,2,2021,27396
trekking sandals,6,2021,143488
trekking sandals,12,2021,14641
trekking sandals,1,2021,25950
trekking sandals,7,2021,138626
trekking sandals,11,2021,18135
trekking sandals,5,2021,59149
trekking sandals,8,2021,104221
trekking sandals,3,2021,37768
trekking sandals,10,2021,25002
