category,month,year,clicks
Garbage can,11,2021,74702
Garbage can,2,2021,61754
Garbage can,3,2021,67969
Garbage can,10,2021,64569
Garbage can,6,2021,47930
Garbage can,12,2021,71228
Garbage can,8,2021,61005
Garbage can,5,2021,61301
Garbage can,7,2021,55299
Garbage can,4,2021,56776
Garbage can,9,2021,61290
Garbage can,1,2021,76567
