category,month,year,clicks
garden lamps,1,2021,83657.0
garden lamps,3,2021,82947.0
garden lamps,11,2021,108857.0
garden lamps,8,2021,73238.0
garden lamps,2,2021,
garden lamps,12,2021,94002.0
garden lamps,6,2021,64007.0
garden lamps,4,2021,80821.0
garden lamps,7,2021,70248.0
garden lamps,10,2021,90030.0
garden lamps,9,2021,76076.0
garden lamps,5,2021,73010.0
