category,month,year,clicks
sports glasses,6,2021,68127
sports glasses,10,2021,29357
sports glasses,11,2021,29481
sports glasses,5,2021,60743
sports glasses,4,2021,64424
sports glasses,8,2021,59949
sports glasses,1,2021,48488
sports glasses,7,2021,73352
sports glasses,2,2021,48275
sports glasses,12,2021,32010
sports glasses,9,2021,38955
sports glasses,3,2021,58197
