category,month,year,clicks
motorcycle tires,8,2021,68979.0
motorcycle tires,2,2021,56873.0
motorcycle tires,9,2021,55170.0
motorcycle tires,3,2021,75096.0
motorcycle tires,10,2021,48897.0
motorcycle tires,7,2021,72080.0
motorcycle tires,5,2021,78009.0
motorcycle tires,1,2021,42687.0
motorcycle tires,4,2021,79229.0
motorcycle tires,11,2021,44414.0
motorcycle tires,6,2021,
motorcycle tires,12,2021,32584.0
