category,month,year,clicks
Coffee machine cleaning,3,2021,64776
Coffee machine cleaning,8,2021,49835
Coffee machine cleaning,12,2021,61787
Coffee machine cleaning,9,2021,51273
Coffee machine cleaning,11,2021,64788
Coffee machine cleaning,10,2021,60597
Coffee machine cleaning,7,2021,50313
Coffee machine cleaning,5,2021,58023
Coffee machine cleaning,1,2021,81720
Coffee machine cleaning,4,2021,54412
Coffee machine cleaning,6,2021,44302
Coffee machine cleaning,2,2021,58462
