category,month,year,clicks
thermos flasks,11,2021,77099
thermos flasks,3,2021,69490
thermos flasks,10,2021,44432
thermos flasks,2,2021,71466
thermos flasks,9,2021,34906
thermos flasks,5,2021,60367
thermos flasks,1,2021,97556
thermos flasks,8,2021,44184
thermos flasks,6,2021,38511
thermos flasks,7,2021,51533
thermos flasks,12,2021,81746
thermos flasks,4,2021,62478
