category,month,year,clicks
model railways,11,2021,84049
model railways,3,2021,46739
model railways,7,2021,33602
model railways,4,2021,36790
model railways,10,2021,58846
model railways,6,2021,28741
model railways,9,2021,39155
model railways,5,2021,35984
model railways,8,2021,35994
model railways,1,2021,61572
model railways,12,2021,98309
model railways,2,2021,46391
