category,month,year,clicks
cleaning supplies,4,2021,60661
cleaning supplies,2,2021,50371
cleaning supplies,3,2021,62427
cleaning supplies,1,2021,51912
cleaning supplies,11,2021,54083
cleaning supplies,9,2021,48878
cleaning supplies,10,2021,52013
cleaning supplies,8,2021,52717
cleaning supplies,6,2021,43635
cleaning supplies,5,2021,57209
cleaning supplies,7,2021,51962
cleaning supplies,12,2021,46630
