category,month,year,clicks
PC case,12,2021,116907
PC case,7,2021,71294
PC case,11,2021,113370
PC case,6,2021,57153
PC case,2,2021,78892
PC case,8,2021,79296
PC case,5,2021,67404
PC case,1,2021,108975
PC case,4,2021,65702
PC case,10,2021,79418
PC case,9,2021,77680
PC case,3,2021,86132
