category,month,year,clicks
garden houses,5,2021,116836
garden houses,1,2021,44308
garden houses,2,2021,73299
garden houses,11,2021,48805
garden houses,7,2021,90918
garden houses,12,2021,38530
garden houses,9,2021,84592
garden houses,6,2021,87782
garden houses,3,2021,136364
garden houses,10,2021,65255
garden houses,8,2021,95007
garden houses,4,2021,127545
